Player Name,Runs,Balls Faced,4s,6s,Strike Rate,Opposition,Venue,Date
Harbhajan Singh,2,10,0,0,20,v Pakistan,Jamshedpur,9-Apr-05
Yuvraj Singh,1,8,0,0,12.5,v Pakistan,Jamshedpur,9-Apr-05
Yuvraj Singh,35*,26,5,0,134.61,v Pakistan,Ahmedabad,12-Apr-05
Z Khan,0*,0,0,0,-,v Pakistan,Ahmedabad,12-Apr-05
SR Tendulkar,123,130,12,2,94.61,v Pakistan,Ahmedabad,12-Apr-05
MS Dhoni,47,64,4,1,73.43,v Pakistan,Ahmedabad,12-Apr-05
V Sehwag,29,32,4,0,90.62,v Pakistan,Ahmedabad,12-Apr-05
R Dravid,19,13,3,0,146.15,v Pakistan,Ahmedabad,12-Apr-05
SC Ganguly,18,33,1,0,54.54,v Pakistan,Ahmedabad,12-Apr-05
M Kaif,5,3,1,0,166.66,v Pakistan,Ahmedabad,12-Apr-05
D Mongia,33*,28,0,2,117.85,v Pakistan,Kanpur,15-Apr-05
Z Khan,1*,1,0,0,100,v Pakistan,Kanpur,15-Apr-05
R Dravid,86,115,8,0,74.78,v Pakistan,Kanpur,15-Apr-05
M Kaif,78,88,9,0,88.63,v Pakistan,Kanpur,15-Apr-05
Yuvraj Singh,18,33,4,0,54.54,v Pakistan,Kanpur,15-Apr-05
MS Dhoni,11,16,1,0,68.75,v Pakistan,Kanpur,15-Apr-05
V Sehwag,5,13,1,0,38.46,v Pakistan,Kanpur,15-Apr-05
SR Tendulkar,1,10,0,0,10,v Pakistan,Kanpur,15-Apr-05
Harbhajan Singh,20*,43,1,0,46.51,v Pakistan,Delhi,17-Apr-05
MS Dhoni,24,38,2,0,63.15,v Pakistan,Delhi,17-Apr-05
V Sehwag,21,26,3,0,80.76,v Pakistan,Delhi,17-Apr-05
R Dravid,19,29,3,0,65.51,v Pakistan,Delhi,17-Apr-05
AB Agarkar,16,26,2,0,61.53,v Pakistan,Delhi,17-Apr-05
Yuvraj Singh,13,17,2,0,76.47,v Pakistan,Delhi,17-Apr-05
SR Tendulkar,9,15,0,0,60,v Pakistan,Delhi,17-Apr-05
Z Khan,7,7,0,1,100,v Pakistan,Delhi,17-Apr-05
M Kaif,4,11,0,0,36.36,v Pakistan,Delhi,17-Apr-05
A Nehra,1,9,0,0,11.11,v Pakistan,Delhi,17-Apr-05
D Mongia,0,4,0,0,0,v Pakistan,Delhi,17-Apr-05
Harbhajan Singh,20*,23,1,1,86.95,v Sri Lanka,Dambulla,30-Jul-05
A Nehra,2*,2,0,0,100,v Sri Lanka,Dambulla,30-Jul-05
R Dravid,54,96,6,0,56.25,v Sri Lanka,Dambulla,30-Jul-05
Y Venugopal Rao,38,74,3,0,51.35,v Sri Lanka,Dambulla,30-Jul-05
IK Pathan,21,32,2,0,65.62,v Sri Lanka,Dambulla,30-Jul-05
Z Khan,20,12,3,0,166.66,v Sri Lanka,Dambulla,30-Jul-05
V Sehwag,14,10,3,0,140,v Sri Lanka,Dambulla,30-Jul-05
Yuvraj Singh,12,33,2,0,36.36,v Sri Lanka,Dambulla,30-Jul-05
M Kaif,8,12,1,0,66.66,v Sri Lanka,Dambulla,30-Jul-05
MS Dhoni,2,7,0,0,28.57,v Sri Lanka,Dambulla,30-Jul-05
SK Raina,0,1,0,0,0,v Sri Lanka,Dambulla,30-Jul-05
R Dravid,52*,65,7,0,80,v West Indies,Dambulla,31-Jul-05
MS Dhoni,15*,11,1,1,136.36,v West Indies,Dambulla,31-Jul-05
SK Raina,35,42,6,0,83.33,v West Indies,Dambulla,31-Jul-05
Yuvraj Singh,28,58,3,0,48.27,v West Indies,Dambulla,31-Jul-05
M Kaif,24,39,5,0,61.53,v West Indies,Dambulla,31-Jul-05
V Sehwag,2,2,0,0,100,v West Indies,Dambulla,31-Jul-05
IK Pathan,36*,28,5,0,128.57,v Sri Lanka,Dambulla,3-Aug-05
L Balaji,1*,1,0,0,100,v Sri Lanka,Dambulla,3-Aug-05
SC Ganguly,51,110,5,0,46.36,v Sri Lanka,Dambulla,3-Aug-05
M Kaif,34,48,1,0,70.83,v Sri Lanka,Dambulla,3-Aug-05
V Sehwag,32,39,5,0,82.05,v Sri Lanka,Dambulla,3-Aug-05
VVS Laxman,22,43,1,0,51.16,v Sri Lanka,Dambulla,3-Aug-05
MS Dhoni,20,27,1,0,74.07,v Sri Lanka,Dambulla,3-Aug-05
Harbhajan Singh,4,2,1,0,200,v Sri Lanka,Dambulla,3-Aug-05
SK Raina,2,5,0,0,40,v Sri Lanka,Dambulla,3-Aug-05
R Dravid,0,1,0,0,0,v Sri Lanka,Dambulla,3-Aug-05
M Kaif,83*,103,6,0,80.58,v West Indies,Colombo (RPS),7-Aug-05
MS Dhoni,28*,13,1,2,215.38,v West Indies,Colombo (RPS),7-Aug-05
SC Ganguly,2*,12,0,0,16.66,v West Indies,Colombo (RPS),7-Aug-05
Yuvraj Singh,110,114,11,1,96.49,v West Indies,Colombo (RPS),7-Aug-05
R Dravid,10,26,2,0,38.46,v West Indies,Colombo (RPS),7-Aug-05
VVS Laxman,7,12,1,0,58.33,v West Indies,Colombo (RPS),7-Aug-05
V Sehwag,6,23,0,0,26.08,v West Indies,Colombo (RPS),7-Aug-05
A Kumble,9*,15,0,0,60,v Sri Lanka,Colombo (RPS),9-Aug-05
A Nehra,9*,7,1,0,128.57,v Sri Lanka,Colombo (RPS),9-Aug-05
R Dravid,69,99,3,0,69.69,v Sri Lanka,Colombo (RPS),9-Aug-05
V Sehwag,48,22,9,1,218.18,v Sri Lanka,Colombo (RPS),9-Aug-05
Yuvraj Singh,42,58,2,0,72.41,v Sri Lanka,Colombo (RPS),9-Aug-05
M Kaif,31,36,3,0,86.11,v Sri Lanka,Colombo (RPS),9-Aug-05
SC Ganguly,26,45,2,0,57.77,v Sri Lanka,Colombo (RPS),9-Aug-05
MS Dhoni,7,11,0,0,63.63,v Sri Lanka,Colombo (RPS),9-Aug-05
Z Khan,5,3,1,0,166.66,v Sri Lanka,Colombo (RPS),9-Aug-05
IK Pathan,1,4,0,0,25,v Sri Lanka,Colombo (RPS),9-Aug-05
Harbhajan Singh,0,1,0,0,0,v Sri Lanka,Colombo (RPS),9-Aug-05
Harbhajan Singh,0*,0,0,0,-,v New Zealand,Bulawayo,26-Aug-05
Jai P Yadav,69,92,11,1,75,v New Zealand,Bulawayo,26-Aug-05
IK Pathan,50,61,3,1,81.96,v New Zealand,Bulawayo,26-Aug-05
V Sehwag,15,22,2,0,68.18,v New Zealand,Bulawayo,26-Aug-05
M Kaif,9,15,1,0,60,v New Zealand,Bulawayo,26-Aug-05
SC Ganguly,5,10,1,0,50,v New Zealand,Bulawayo,26-Aug-05
R Dravid,5,9,1,0,55.55,v New Zealand,Bulawayo,26-Aug-05
MS Dhoni,2,5,0,0,40,v New Zealand,Bulawayo,26-Aug-05
AB Agarkar,2,6,0,0,33.33,v New Zealand,Bulawayo,26-Aug-05
Yuvraj Singh,1,4,0,0,25,v New Zealand,Bulawayo,26-Aug-05
Y Venugopal Rao,0,1,0,0,0,v New Zealand,Bulawayo,26-Aug-05
MS Dhoni,37*,27,3,2,137.03,v New Zealand,Harare,2-Sep-05
M Kaif,102*,121,11,0,84.29,v New Zealand,Harare,2-Sep-05
V Sehwag,45,34,6,0,132.35,v New Zealand,Harare,2-Sep-05
R Dravid,39,61,5,0,63.93,v New Zealand,Harare,2-Sep-05
Yuvraj Singh,22,23,1,1,95.65,v New Zealand,Harare,2-Sep-05
SC Ganguly,19,21,3,0,90.47,v New Zealand,Harare,2-Sep-05
MS Dhoni,67*,63,1,3,106.34,v Zimbabwe,Harare,4-Sep-05
Jai P Yadav,0*,2,0,0,0,v Zimbabwe,Harare,4-Sep-05
Yuvraj Singh,120,124,12,1,96.77,v Zimbabwe,Harare,4-Sep-05
Y Venugopal Rao,27,48,3,0,56.25,v Zimbabwe,Harare,4-Sep-05
V Sehwag,12,13,2,0,92.3,v Zimbabwe,Harare,4-Sep-05
M Kaif,8,21,1,0,38.09,v Zimbabwe,Harare,4-Sep-05
R Dravid,6,11,1,0,54.54,v Zimbabwe,Harare,4-Sep-05
SC Ganguly,2,8,0,0,25,v Zimbabwe,Harare,4-Sep-05
M Kaif,93*,110,8,0,84.54,v New Zealand,Harare,6-Sep-05
V Sehwag,75,65,12,1,115.38,v New Zealand,Harare,6-Sep-05
SC Ganguly,31,44,5,0,70.45,v New Zealand,Harare,6-Sep-05
Yuvraj Singh,20,32,1,0,62.5,v New Zealand,Harare,6-Sep-05
MS Dhoni,11,16,1,0,68.75,v New Zealand,Harare,6-Sep-05
IK Pathan,10,7,1,0,142.85,v New Zealand,Harare,6-Sep-05
Y Venugopal Rao,8,16,0,1,50,v New Zealand,Harare,6-Sep-05
AB Agarkar,6,5,1,0,120,v New Zealand,Harare,6-Sep-05
R Dravid,0,2,0,0,0,v New Zealand,Harare,6-Sep-05
Jai P Yadav,0,2,0,0,0,v New Zealand,Harare,6-Sep-05
A Nehra,0,2,0,0,0,v New Zealand,Harare,6-Sep-05
R Dravid,85*,63,8,1,134.92,v Sri Lanka,Nagpur,25-Oct-05
Jai P Yadav,3*,3,0,0,100,v Sri Lanka,Nagpur,25-Oct-05
SR Tendulkar,93,96,9,2,96.87,v Sri Lanka,Nagpur,25-Oct-05
IK Pathan,83,70,8,4,118.57,v Sri Lanka,Nagpur,25-Oct-05
MS Dhoni,38,28,3,2,135.71,v Sri Lanka,Nagpur,25-Oct-05
V Sehwag,20,25,4,0,80,v Sri Lanka,Nagpur,25-Oct-05
Yuvraj Singh,14,18,1,0,77.77,v Sri Lanka,Nagpur,25-Oct-05
AB Agarkar,1,1,0,0,100,v Sri Lanka,Nagpur,25-Oct-05
SR Tendulkar,67*,69,11,0,97.1,v Sri Lanka,Mohali,28-Oct-05
R Dravid,2*,5,0,0,40,v Sri Lanka,Mohali,28-Oct-05
V Sehwag,38,29,5,1,131.03,v Sri Lanka,Mohali,28-Oct-05
Jai P Yadav,9,19,0,0,47.36,v Sri Lanka,Mohali,28-Oct-05
Y Venugopal Rao,19*,39,1,1,48.71,v Sri Lanka,Jaipur,31-Oct-05
MS Dhoni,183*,145,15,10,126.2,v Sri Lanka,Jaipur,31-Oct-05
V Sehwag,39,37,3,0,105.4,v Sri Lanka,Jaipur,31-Oct-05
R Dravid,28,34,2,0,82.35,v Sri Lanka,Jaipur,31-Oct-05
Yuvraj Singh,18,24,3,0,75,v Sri Lanka,Jaipur,31-Oct-05
SR Tendulkar,2,3,0,0,66.66,v Sri Lanka,Jaipur,31-Oct-05
MS Dhoni,45*,43,1,2,104.65,v Sri Lanka,Pune,3-Nov-05
SK Raina,39*,30,2,0,130,v Sri Lanka,Pune,3-Nov-05
R Dravid,63,72,7,0,87.5,v Sri Lanka,Pune,3-Nov-05
V Sehwag,48,58,7,0,82.75,v Sri Lanka,Pune,3-Nov-05
Y Venugopal Rao,38,41,4,1,92.68,v Sri Lanka,Pune,3-Nov-05
SR Tendulkar,11,19,1,1,57.89,v Sri Lanka,Pune,3-Nov-05
Yuvraj Singh,10,10,2,0,100,v Sri Lanka,Pune,3-Nov-05
IK Pathan,0,3,0,0,0,v Sri Lanka,Pune,3-Nov-05
RP Singh,9*,7,1,0,128.57,v Sri Lanka,Ahmedabad,6-Nov-05
R Dravid,103*,120,8,1,85.83,v Sri Lanka,Ahmedabad,6-Nov-05
G Gambhir,103,97,13,1,106.18,v Sri Lanka,Ahmedabad,6-Nov-05
V Sehwag,19,19,1,0,100,v Sri Lanka,Ahmedabad,6-Nov-05
SK Raina,13,10,2,0,130,v Sri Lanka,Ahmedabad,6-Nov-05
M Kartik,8,14,0,0,57.14,v Sri Lanka,Ahmedabad,6-Nov-05
Y Venugopal Rao,6,9,0,0,66.66,v Sri Lanka,Ahmedabad,6-Nov-05
AB Agarkar,4,8,0,0,50,v Sri Lanka,Ahmedabad,6-Nov-05
Yuvraj Singh,3,21,0,0,14.28,v Sri Lanka,Ahmedabad,6-Nov-05
MS Dhoni,0,1,0,0,0,v Sri Lanka,Ahmedabad,6-Nov-05
R Dravid,31*,48,2,0,64.58,v Sri Lanka,Vadodara,12-Nov-05
Yuvraj Singh,0*,0,0,0,-,v Sri Lanka,Vadodara,12-Nov-05
MS Dhoni,80,73,9,3,109.58,v Sri Lanka,Vadodara,12-Nov-05
SR Tendulkar,39,48,8,0,81.25,v Sri Lanka,Vadodara,12-Nov-05
V Sehwag,35,24,6,0,145.83,v Sri Lanka,Vadodara,12-Nov-05
IK Pathan,35,23,4,2,152.17,v Sri Lanka,Vadodara,12-Nov-05
M Kaif,13,29,1,0,44.82,v Sri Lanka,Vadodara,12-Nov-05
Harbhajan Singh,37*,17,4,2,217.64,v South Africa,Hyderabad (Deccan),16-Nov-05
RP Singh,1*,2,0,0,50,v South Africa,Hyderabad (Deccan),16-Nov-05
Yuvraj Singh,103,122,10,3,84.42,v South Africa,Hyderabad (Deccan),16-Nov-05
IK Pathan,46,63,6,0,73.01,v South Africa,Hyderabad (Deccan),16-Nov-05
AB Agarkar,21,27,2,0,77.77,v South Africa,Hyderabad (Deccan),16-Nov-05
MS Dhoni,17,28,1,0,60.71,v South Africa,Hyderabad (Deccan),16-Nov-05
R Dravid,8,24,1,0,33.33,v South Africa,Hyderabad (Deccan),16-Nov-05
SR Tendulkar,2,9,0,0,22.22,v South Africa,Hyderabad (Deccan),16-Nov-05
V Sehwag,1,4,0,0,25,v South Africa,Hyderabad (Deccan),16-Nov-05
M Kaif,1,3,0,0,33.33,v South Africa,Hyderabad (Deccan),16-Nov-05
G Gambhir,1,4,0,0,25,v South Africa,Hyderabad (Deccan),16-Nov-05
S Sreesanth,0*,1,0,0,0,v Pakistan,Peshawar,6-Feb-06
SR Tendulkar,100,113,10,1,88.49,v Pakistan,Peshawar,6-Feb-06
MS Dhoni,68,53,11,1,128.3,v Pakistan,Peshawar,6-Feb-06
IK Pathan,65,65,12,1,100,v Pakistan,Peshawar,6-Feb-06
Yuvraj Singh,39,28,4,1,139.28,v Pakistan,Peshawar,6-Feb-06
R Dravid,18,14,2,0,128.57,v Pakistan,Peshawar,6-Feb-06
M Kaif,8,12,0,0,66.66,v Pakistan,Peshawar,6-Feb-06
V Sehwag,5,6,1,0,83.33,v Pakistan,Peshawar,6-Feb-06
Z Khan,5,3,1,0,166.66,v Pakistan,Peshawar,6-Feb-06
AB Agarkar,3,6,0,0,50,v Pakistan,Peshawar,6-Feb-06
M Kartik,1,3,0,0,33.33,v Pakistan,Peshawar,6-Feb-06
Yuvraj Singh,82*,89,8,2,92.13,v Pakistan,Rawalpindi,11-Feb-06
M Kaif,5*,9,0,0,55.55,v Pakistan,Rawalpindi,11-Feb-06
V Sehwag,67,60,10,1,111.66,v Pakistan,Rawalpindi,11-Feb-06
R Dravid,56,61,5,0,91.8,v Pakistan,Rawalpindi,11-Feb-06
SR Tendulkar,42,43,8,0,97.67,v Pakistan,Rawalpindi,11-Feb-06
RP Singh,2*,3,0,0,66.66,v England,Delhi,28-Mar-06
Harbhajan Singh,37,46,3,1,80.43,v England,Delhi,28-Mar-06
R Dravid,34,50,7,0,68,v England,Delhi,28-Mar-06
IK Pathan,28,43,4,0,65.11,v England,Delhi,28-Mar-06
G Gambhir,25,27,3,1,92.59,v England,Delhi,28-Mar-06
SK Raina,24,62,3,0,38.7,v England,Delhi,28-Mar-06
MS Dhoni,20,28,2,0,71.42,v England,Delhi,28-Mar-06
V Sehwag,7,8,1,0,87.5,v England,Delhi,28-Mar-06
M Kaif,4,9,0,0,44.44,v England,Delhi,28-Mar-06
Yuvraj Singh,1,6,0,0,16.66,v England,Delhi,28-Mar-06
S Sreesanth,0,1,0,0,0,v England,Delhi,28-Mar-06
SK Raina,81*,89,8,1,91.01,v England,Faridabad,31-Mar-06
IK Pathan,12*,11,1,0,109.09,v England,Faridabad,31-Mar-06
MS Dhoni,38,55,2,0,69.09,v England,Faridabad,31-Mar-06
G Gambhir,29,45,4,0,64.44,v England,Faridabad,31-Mar-06
V Sehwag,26,45,4,0,57.77,v England,Faridabad,31-Mar-06
Yuvraj Singh,18,20,4,0,90,v England,Faridabad,31-Mar-06
R Dravid,5,23,0,0,21.73,v England,Faridabad,31-Mar-06
M Kaif,0,6,0,0,0,v England,Faridabad,31-Mar-06
MS Dhoni,13*,6,1,1,216.66,v England,Margao,3-Apr-06
RR Powar,1*,1,0,0,100,v England,Margao,3-Apr-06
Yuvraj Singh,103,76,10,3,135.52,v England,Margao,3-Apr-06
SK Raina,61,68,5,1,89.7,v England,Margao,3-Apr-06
R Dravid,46,59,6,0,77.96,v England,Margao,3-Apr-06
IK Pathan,36,63,3,1,57.14,v England,Margao,3-Apr-06
V Sehwag,15,26,2,0,57.69,v England,Margao,3-Apr-06
M Kaif,0,3,0,0,0,v England,Margao,3-Apr-06
RR Powar,2*,10,0,0,20,v England,Kochi,6-Apr-06
MS Dhoni,10*,13,1,0,76.92,v England,Kochi,6-Apr-06
R Dravid,65,73,9,0,89.04,v England,Kochi,6-Apr-06
Yuvraj Singh,48,55,6,0,87.27,v England,Kochi,6-Apr-06
IK Pathan,46,56,6,1,82.14,v England,Kochi,6-Apr-06
V Sehwag,26,33,4,0,78.78,v England,Kochi,6-Apr-06
SK Raina,21,38,0,0,55.26,v England,Kochi,6-Apr-06
M Kaif,5,13,0,0,38.46,v England,Kochi,6-Apr-06
MM Patel,1*,3,0,0,33.33,v England,Jamshedpur,12-Apr-06
MS Dhoni,96,106,10,3,90.56,v England,Jamshedpur,12-Apr-06
RR Powar,54,83,4,1,65.06,v England,Jamshedpur,12-Apr-06
M Kaif,15,21,2,0,71.42,v England,Jamshedpur,12-Apr-06
Y Venugopal Rao,10,11,2,0,90.9,v England,Jamshedpur,12-Apr-06
VRV Singh,8,13,1,0,61.53,v England,Jamshedpur,12-Apr-06
RP Singh,7,20,0,0,35,v England,Jamshedpur,12-Apr-06
V Sehwag,4,5,1,0,80,v England,Jamshedpur,12-Apr-06
Yuvraj Singh,4,11,0,0,36.36,v England,Jamshedpur,12-Apr-06
Harbhajan Singh,4,8,0,0,50,v England,Jamshedpur,12-Apr-06
SK Raina,2,7,0,0,28.57,v England,Jamshedpur,12-Apr-06
IK Pathan,7*,8,0,0,87.5,v Pakistan,Abu Dhabi,19-Apr-06
R Dravid,92,116,10,0,79.31,v Pakistan,Abu Dhabi,19-Apr-06
V Sehwag,73,83,10,1,87.95,v Pakistan,Abu Dhabi,19-Apr-06
MS Dhoni,59,72,5,0,81.94,v Pakistan,Abu Dhabi,19-Apr-06
Yuvraj Singh,24,10,3,1,240,v Pakistan,Abu Dhabi,19-Apr-06
SK Raina,6,11,0,0,54.54,v Pakistan,Abu Dhabi,19-Apr-06
SK Raina,7*,6,1,0,116.66,v West Indies,Kingston,18-May-06
M Kaif,66*,91,3,0,72.52,v West Indies,Kingston,18-May-06
R Dravid,105,102,10,2,102.94,v West Indies,Kingston,18-May-06
V Sehwag,22,32,3,0,68.75,v West Indies,Kingston,18-May-06
MS Dhoni,18,11,2,1,163.63,v West Indies,Kingston,18-May-06
Yuvraj Singh,12,28,1,0,42.85,v West Indies,Kingston,18-May-06
IK Pathan,1,4,0,0,25,v West Indies,Kingston,18-May-06
MM Patel,2*,5,0,0,40,v West Indies,Kingston,20-May-06
Yuvraj Singh,93,121,8,1,76.85,v West Indies,Kingston,20-May-06
SK Raina,27,55,1,0,49.09,v West Indies,Kingston,20-May-06
IK Pathan,14,32,2,0,43.75,v West Indies,Kingston,20-May-06
V Sehwag,12,19,1,0,63.15,v West Indies,Kingston,20-May-06
RR Powar,12,22,1,0,54.54,v West Indies,Kingston,20-May-06
R Dravid,11,22,1,0,50,v West Indies,Kingston,20-May-06
M Kaif,4,12,0,0,33.33,v West Indies,Kingston,20-May-06
MS Dhoni,2,7,0,0,28.57,v West Indies,Kingston,20-May-06
AB Agarkar,2,4,0,0,50,v West Indies,Kingston,20-May-06
Harbhajan Singh,1,4,0,0,25,v West Indies,Kingston,20-May-06
Harbhajan Singh,8*,9,0,0,88.88,v West Indies,Basseterre,23-May-06
S Sreesanth,1*,1,0,0,100,v West Indies,Basseterre,23-May-06
V Sehwag,97,83,9,3,116.86,v West Indies,Basseterre,23-May-06
M Kaif,61,89,2,0,68.53,v West Indies,Basseterre,23-May-06
SK Raina,26,28,4,0,92.85,v West Indies,Basseterre,23-May-06
MS Dhoni,15,26,1,0,57.69,v West Indies,Basseterre,23-May-06
Y Venugopal Rao,11,28,0,0,39.28,v West Indies,Basseterre,23-May-06
AB Agarkar,8,21,0,0,38.09,v West Indies,Basseterre,23-May-06
IK Pathan,1,4,0,0,25,v West Indies,Basseterre,23-May-06
RR Powar,1,8,0,0,12.5,v West Indies,Basseterre,23-May-06
R Dravid,0,4,0,0,0,v West Indies,Basseterre,23-May-06
MS Dhoni,46*,58,6,0,79.31,v West Indies,Port of Spain,26-May-06
RR Powar,0*,0,0,0,-,v West Indies,Port of Spain,26-May-06
M Kaif,62,84,5,0,73.8,v West Indies,Port of Spain,26-May-06
Yuvraj Singh,52,78,5,0,66.66,v West Indies,Port of Spain,26-May-06
R Dravid,15,38,1,0,39.47,v West Indies,Port of Spain,26-May-06
V Sehwag,11,11,2,0,100,v West Indies,Port of Spain,26-May-06
IK Pathan,8,7,1,0,114.28,v West Indies,Port of Spain,26-May-06
SK Raina,7,22,0,0,31.81,v West Indies,Port of Spain,26-May-06
AB Agarkar,0,4,0,0,0,v West Indies,Port of Spain,26-May-06
S Sreesanth,2*,2,0,0,100,v West Indies,Port of Spain,28-May-06
V Sehwag,95,103,10,1,92.23,v West Indies,Port of Spain,28-May-06
Yuvraj Singh,26,30,2,0,86.66,v West Indies,Port of Spain,28-May-06
Harbhajan Singh,26,33,3,0,78.78,v West Indies,Port of Spain,28-May-06
AB Agarkar,21,34,0,0,61.76,v West Indies,Port of Spain,28-May-06
R Dravid,18,25,3,0,72,v West Indies,Port of Spain,28-May-06
MS Dhoni,14,19,2,0,73.68,v West Indies,Port of Spain,28-May-06
M Kaif,12,26,1,0,46.15,v West Indies,Port of Spain,28-May-06
SK Raina,2,14,0,0,14.28,v West Indies,Port of Spain,28-May-06
RV Uthappa,0,3,0,0,0,v West Indies,Port of Spain,28-May-06
MM Patel,0,1,0,0,0,v West Indies,Port of Spain,28-May-06
R Dravid,9*,19,2,0,47.36,v Sri Lanka,Colombo (SSC),18-Aug-06
SR Tendulkar,2*,3,0,0,66.66,v Sri Lanka,Colombo (SSC),18-Aug-06
D Mongia,63*,90,5,0,70,v Australia,Kuala Lumpur,22-Sep-06
SK Raina,26,36,2,1,72.22,v Australia,Kuala Lumpur,22-Sep-06
MS Dhoni,23,34,0,1,67.64,v Australia,Kuala Lumpur,22-Sep-06
M Kaif,21,37,2,0,56.75,v Australia,Kuala Lumpur,22-Sep-06
V Sehwag,10,11,0,0,90.9,v Australia,Kuala Lumpur,22-Sep-06
AB Agarkar,9,12,0,0,75,v Australia,Kuala Lumpur,22-Sep-06
R Dravid,7,21,1,0,33.33,v Australia,Kuala Lumpur,22-Sep-06
SR Tendulkar,4,10,1,0,40,v Australia,Kuala Lumpur,22-Sep-06
RP Singh,4,12,0,0,33.33,v Australia,Kuala Lumpur,22-Sep-06
MM Patel,1,2,0,0,50,v Australia,Kuala Lumpur,22-Sep-06
Harbhajan Singh,0,2,0,0,0,v Australia,Kuala Lumpur,22-Sep-06
Harbhajan Singh,6*,11,1,0,54.54,v England,Jaipur,15-Oct-06
Yuvraj Singh,27*,61,4,0,44.26,v England,Jaipur,15-Oct-06
SR Tendulkar,35,41,5,0,85.36,v England,Jaipur,15-Oct-06
IK Pathan,19,34,4,0,55.88,v England,Jaipur,15-Oct-06
V Sehwag,9,4,2,0,225,v England,Jaipur,15-Oct-06
MS Dhoni,7,22,0,0,31.81,v England,Jaipur,15-Oct-06
R Dravid,4,3,1,0,133.33,v England,Jaipur,15-Oct-06
SK Raina,0,2,0,0,0,v England,Jaipur,15-Oct-06
RP Singh,0*,1,0,0,0,v West Indies,Ahmedabad,26-Oct-06
MS Dhoni,51,65,1,2,78.46,v West Indies,Ahmedabad,26-Oct-06
R Dravid,49,67,6,0,73.13,v West Indies,Ahmedabad,26-Oct-06
SR Tendulkar,29,45,4,0,64.44,v West Indies,Ahmedabad,26-Oct-06
Yuvraj Singh,27,43,4,0,62.79,v West Indies,Ahmedabad,26-Oct-06
SK Raina,19,37,1,0,51.35,v West Indies,Ahmedabad,26-Oct-06
V Sehwag,17,20,3,0,85,v West Indies,Ahmedabad,26-Oct-06
Harbhajan Singh,15,15,1,0,100,v West Indies,Ahmedabad,26-Oct-06
AB Agarkar,1,2,0,0,50,v West Indies,Ahmedabad,26-Oct-06
IK Pathan,0,6,0,0,0,v West Indies,Ahmedabad,26-Oct-06
Harbhajan Singh,5*,3,0,0,166.66,v Australia,Mohali,29-Oct-06
V Sehwag,65,90,9,0,72.22,v Australia,Mohali,29-Oct-06
R Dravid,52,63,6,0,82.53,v Australia,Mohali,29-Oct-06
M Kaif,30,43,2,0,69.76,v Australia,Mohali,29-Oct-06
MS Dhoni,28,23,2,0,121.73,v Australia,Mohali,29-Oct-06
D Mongia,18,30,3,0,60,v Australia,Mohali,29-Oct-06
SK Raina,13,19,2,0,68.42,v Australia,Mohali,29-Oct-06
SR Tendulkar,10,26,2,0,38.46,v Australia,Mohali,29-Oct-06
IK Pathan,10,7,1,0,142.85,v Australia,Mohali,29-Oct-06
Z Khan,2*,11,0,0,18.18,v South Africa,Cape Town,26-Nov-06
R Dravid,63,103,4,1,61.16,v South Africa,Cape Town,26-Nov-06
MS Dhoni,55,48,3,4,114.58,v South Africa,Cape Town,26-Nov-06
KD Karthik,14,23,2,1,60.86,v South Africa,Cape Town,26-Nov-06
M Kaif,10,17,1,0,58.82,v South Africa,Cape Town,26-Nov-06
Harbhajan Singh,10,12,2,0,83.33,v South Africa,Cape Town,26-Nov-06
AB Agarkar,6,9,1,0,66.66,v South Africa,Cape Town,26-Nov-06
SR Tendulkar,2,9,0,0,22.22,v South Africa,Cape Town,26-Nov-06
IK Pathan,1,10,0,0,10,v South Africa,Cape Town,26-Nov-06
V Sehwag,0,4,0,0,0,v South Africa,Cape Town,26-Nov-06
A Kumble,0,3,0,0,0,v South Africa,Cape Town,26-Nov-06
IK Pathan,47*,55,4,2,85.45,v South Africa,Port Elizabeth,29-Nov-06
MS Dhoni,26,21,4,1,123.8,v South Africa,Port Elizabeth,29-Nov-06
V Sehwag,18,22,3,0,81.81,v South Africa,Port Elizabeth,29-Nov-06
KD Karthik,17,38,2,0,44.73,v South Africa,Port Elizabeth,29-Nov-06
Z Khan,11,12,2,0,91.66,v South Africa,Port Elizabeth,29-Nov-06
W Jaffer,10,20,2,0,50,v South Africa,Port Elizabeth,29-Nov-06
M Kaif,10,22,2,0,45.45,v South Africa,Port Elizabeth,29-Nov-06
AB Agarkar,6,14,1,0,42.85,v South Africa,Port Elizabeth,29-Nov-06
S Sreesanth,3,13,0,0,23.07,v South Africa,Port Elizabeth,29-Nov-06
A Kumble,2,14,0,0,14.28,v South Africa,Port Elizabeth,29-Nov-06
SR Tendulkar,1,3,0,0,33.33,v South Africa,Port Elizabeth,29-Nov-06
Z Khan,16*,10,1,1,160,v South Africa,Centurion,3-Dec-06
SR Tendulkar,55,97,8,0,56.7,v South Africa,Centurion,3-Dec-06
MS Dhoni,44,49,2,2,89.79,v South Africa,Centurion,3-Dec-06
D Mongia,41,89,3,0,46.06,v South Africa,Centurion,3-Dec-06
V Sehwag,11,22,2,0,50,v South Africa,Centurion,3-Dec-06
KD Karthik,11,15,2,0,73.33,v South Africa,Centurion,3-Dec-06
IK Pathan,7,9,0,0,77.77,v South Africa,Centurion,3-Dec-06
