Player Name,Runs,Balls Faced,4s,6s,Strike Rate,Opposition,Venue,Date
Harbhajan Singh,1,5,0,0,20,v South Africa,Centurion,3-Dec-06
A Kumble,1,3,0,0,33.33,v South Africa,Centurion,3-Dec-06
VVS Laxman,0,1,0,0,0,v South Africa,Centurion,3-Dec-06
MS Dhoni,67*,74,4,0,90.54,v Sri Lanka,Margao,14-Feb-07
KD Karthik,4*,6,1,0,66.66,v Sri Lanka,Margao,14-Feb-07
R Dravid,66,82,4,1,80.48,v Sri Lanka,Margao,14-Feb-07
SC Ganguly,48,72,6,0,66.66,v Sri Lanka,Margao,14-Feb-07
Yuvraj Singh,21,31,4,0,67.74,v Sri Lanka,Margao,14-Feb-07
V Sehwag,12,9,3,0,133.33,v Sri Lanka,Margao,14-Feb-07
SR Tendulkar,1,8,0,0,12.5,v Sri Lanka,Margao,14-Feb-07
Yuvraj Singh,95*,83,11,3,114.45,v Sri Lanka,Visakhapatnam,17-Feb-07
SC Ganguly,58*,74,3,3,78.37,v Sri Lanka,Visakhapatnam,17-Feb-07
RV Uthappa,52,37,9,1,140.54,v Sri Lanka,Visakhapatnam,17-Feb-07
V Sehwag,46,44,7,0,104.54,v Sri Lanka,Visakhapatnam,17-Feb-07
KD Karthik,1,9,0,0,11.11,v Sri Lanka,Visakhapatnam,17-Feb-07
Z Khan,15*,17,2,0,88.23,v Bangladesh,Port of Spain,17-Mar-07
SC Ganguly,66,129,4,0,51.16,v Bangladesh,Port of Spain,17-Mar-07
Yuvraj Singh,47,58,3,1,81.03,v Bangladesh,Port of Spain,17-Mar-07
MM Patel,15,15,2,0,100,v Bangladesh,Port of Spain,17-Mar-07
R Dravid,14,28,0,0,50,v Bangladesh,Port of Spain,17-Mar-07
RV Uthappa,9,17,1,0,52.94,v Bangladesh,Port of Spain,17-Mar-07
SR Tendulkar,7,26,1,0,26.92,v Bangladesh,Port of Spain,17-Mar-07
V Sehwag,2,6,0,0,33.33,v Bangladesh,Port of Spain,17-Mar-07
MS Dhoni,0,3,0,0,0,v Bangladesh,Port of Spain,17-Mar-07
Harbhajan Singh,0,3,0,0,0,v Bangladesh,Port of Spain,17-Mar-07
AB Agarkar,0,2,0,0,0,v Bangladesh,Port of Spain,17-Mar-07
MS Dhoni,91*,106,7,0,85.84,v Bangladesh,Dhaka,10-May-07
KD Karthik,58*,60,4,0,96.66,v Bangladesh,Dhaka,10-May-07
V Sehwag,30,21,7,0,142.85,v Bangladesh,Dhaka,10-May-07
R Dravid,22,39,2,0,56.41,v Bangladesh,Dhaka,10-May-07
G Gambhir,21,17,4,0,123.52,v Bangladesh,Dhaka,10-May-07
D Mongia,17,25,2,0,68,v Bangladesh,Dhaka,10-May-07
Yuvraj Singh,1,9,0,0,11.11,v Bangladesh,Dhaka,10-May-07
Z Khan,9*,4,2,0,225,v Bangladesh,Dhaka,12-May-07
R Dravid,42*,47,1,0,89.36,v Bangladesh,Dhaka,12-May-07
G Gambhir,101,113,11,0,89.38,v Bangladesh,Dhaka,12-May-07
MS Dhoni,36,54,4,0,66.66,v Bangladesh,Dhaka,12-May-07
Yuvraj Singh,24,22,2,2,109.09,v Bangladesh,Dhaka,12-May-07
V Sehwag,21,26,1,1,80.76,v Bangladesh,Dhaka,12-May-07
D Mongia,17,16,2,0,106.25,v Bangladesh,Dhaka,12-May-07
KD Karthik,6,4,1,0,150,v Bangladesh,Dhaka,12-May-07
RR Powar,5,11,0,0,45.45,v Bangladesh,Dhaka,12-May-07
PP Chawla,1,2,0,0,50,v Bangladesh,Dhaka,12-May-07
I Sharma,1*,1,0,0,100,v Australia,Brisbane,3-Feb-08
G Gambhir,39,51,4,0,76.47,v Australia,Brisbane,3-Feb-08
MS Dhoni,37,61,1,0,60.65,v Australia,Brisbane,3-Feb-08
RG Sharma,29,43,5,0,67.44,v Australia,Brisbane,3-Feb-08
Harbhajan Singh,27,19,3,0,142.1,v Australia,Brisbane,3-Feb-08
IK Pathan,21,40,0,1,52.5,v Australia,Brisbane,3-Feb-08
SR Tendulkar,10,17,1,0,58.82,v Australia,Brisbane,3-Feb-08
V Sehwag,6,8,1,0,75,v Australia,Brisbane,3-Feb-08
RV Uthappa,5,13,0,0,38.46,v Australia,Brisbane,3-Feb-08
S Sreesanth,4,3,0,0,133.33,v Australia,Brisbane,3-Feb-08
MK Tiwary,2,16,0,0,12.5,v Australia,Brisbane,3-Feb-08
MS Dhoni,88*,95,5,1,92.63,v Sri Lanka,Brisbane,5-Feb-08
G Gambhir,102*,101,10,1,100.99,v Sri Lanka,Brisbane,5-Feb-08
SR Tendulkar,35,52,2,0,67.3,v Sri Lanka,Brisbane,5-Feb-08
V Sehwag,33,39,2,1,84.61,v Sri Lanka,Brisbane,5-Feb-08
Yuvraj Singh,2,11,0,0,18.18,v Sri Lanka,Brisbane,5-Feb-08
RG Sharma,0,2,0,0,0,v Sri Lanka,Brisbane,5-Feb-08
RG Sharma,39*,61,2,0,63.93,v Australia,Melbourne,10-Feb-08
MS Dhoni,17*,54,0,0,31.48,v Australia,Melbourne,10-Feb-08
SR Tendulkar,44,54,3,0,81.48,v Australia,Melbourne,10-Feb-08
G Gambhir,21,43,2,0,48.83,v Australia,Melbourne,10-Feb-08
IK Pathan,18,30,1,0,60,v Australia,Melbourne,10-Feb-08
V Sehwag,11,19,2,0,57.89,v Australia,Melbourne,10-Feb-08
Yuvraj Singh,3,14,0,0,21.42,v Australia,Melbourne,10-Feb-08
RG Sharma,70*,64,6,1,109.37,v Sri Lanka,Canberra,12-Feb-08
RV Uthappa,0*,0,0,0,-,v Sri Lanka,Canberra,12-Feb-08
G Gambhir,35,33,3,0,106.06,v Sri Lanka,Canberra,12-Feb-08
SR Tendulkar,32,30,4,0,106.66,v Sri Lanka,Canberra,12-Feb-08
MS Dhoni,31,26,3,0,119.23,v Sri Lanka,Canberra,12-Feb-08
V Sehwag,14,18,2,0,77.77,v Sri Lanka,Canberra,12-Feb-08
Yuvraj Singh,6,3,1,0,200,v Sri Lanka,Canberra,12-Feb-08
S Sreesanth,3*,4,0,0,75,v Australia,Sydney,24-Feb-08
G Gambhir,113,119,9,1,94.95,v Australia,Sydney,24-Feb-08
RV Uthappa,51,46,4,1,110.86,v Australia,Sydney,24-Feb-08
MS Dhoni,36,66,4,0,54.54,v Australia,Sydney,24-Feb-08
IK Pathan,22,21,2,0,104.76,v Australia,Sydney,24-Feb-08
Harbhajan Singh,20,11,3,0,181.81,v Australia,Sydney,24-Feb-08
V Sehwag,17,19,3,0,89.47,v Australia,Sydney,24-Feb-08
Yuvraj Singh,5,3,1,0,166.66,v Australia,Sydney,24-Feb-08
SR Tendulkar,2,3,0,0,66.66,v Australia,Sydney,24-Feb-08
I Sharma,2,4,0,0,50,v Australia,Sydney,24-Feb-08
RG Sharma,1,3,0,0,33.33,v Australia,Sydney,24-Feb-08
P Kumar,6*,7,0,0,85.71,v Pakistan,Dhaka,10-Jun-08
PP Chawla,0*,2,0,0,0,v Pakistan,Dhaka,10-Jun-08
V Sehwag,89,76,13,1,117.1,v Pakistan,Dhaka,10-Jun-08
G Gambhir,62,62,6,0,100,v Pakistan,Dhaka,10-Jun-08
Yuvraj Singh,55,54,3,3,101.85,v Pakistan,Dhaka,10-Jun-08
SK Raina,26,22,0,2,118.18,v Pakistan,Dhaka,10-Jun-08
MS Dhoni,24,23,5,0,104.34,v Pakistan,Dhaka,10-Jun-08
IK Pathan,18,18,1,0,100,v Pakistan,Dhaka,10-Jun-08
RG Sharma,9,27,0,0,33.33,v Pakistan,Dhaka,10-Jun-08
YK Pathan,3,12,0,0,25,v Pakistan,Dhaka,10-Jun-08
G Gambhir,107*,101,13,1,105.94,v Bangladesh,Dhaka,12-Jun-08
SK Raina,0*,2,0,0,0,v Bangladesh,Dhaka,12-Jun-08
V Sehwag,59,32,7,2,184.37,v Bangladesh,Dhaka,12-Jun-08
RG Sharma,26,43,1,1,60.46,v Bangladesh,Dhaka,12-Jun-08
Yuvraj Singh,26,33,1,1,78.78,v Bangladesh,Dhaka,12-Jun-08
I Sharma,0*,1,0,0,0,v Pakistan,Dhaka,14-Jun-08
MS Dhoni,64,59,3,2,108.47,v Pakistan,Dhaka,14-Jun-08
Yuvraj Singh,56,59,5,1,94.91,v Pakistan,Dhaka,14-Jun-08
G Gambhir,40,33,4,1,121.21,v Pakistan,Dhaka,14-Jun-08
IK Pathan,28,35,1,1,80,v Pakistan,Dhaka,14-Jun-08
YK Pathan,25,25,4,0,100,v Pakistan,Dhaka,14-Jun-08
RG Sharma,24,27,5,0,88.88,v Pakistan,Dhaka,14-Jun-08
SK Raina,24,32,2,0,75,v Pakistan,Dhaka,14-Jun-08
P Kumar,5,8,0,0,62.5,v Pakistan,Dhaka,14-Jun-08
V Sehwag,2,8,0,0,25,v Pakistan,Dhaka,14-Jun-08
PP Chawla,2,5,0,0,40,v Pakistan,Dhaka,14-Jun-08
RV Uthappa,15*,9,0,1,166.66,v Hong Kong,Karachi,25-Jun-08
MS Dhoni,109*,96,6,6,113.54,v Hong Kong,Karachi,25-Jun-08
SK Raina,101,68,7,5,148.52,v Hong Kong,Karachi,25-Jun-08
V Sehwag,78,44,13,2,177.27,v Hong Kong,Karachi,25-Jun-08
G Gambhir,51,54,7,0,94.44,v Hong Kong,Karachi,25-Jun-08
RG Sharma,11,29,0,0,37.93,v Hong Kong,Karachi,25-Jun-08
MS Dhoni,26*,30,0,1,86.66,v Pakistan,Karachi,26-Jun-08
RG Sharma,0*,1,0,0,0,v Pakistan,Karachi,26-Jun-08
V Sehwag,119,95,12,5,125.26,v Pakistan,Karachi,26-Jun-08
SK Raina,84,69,10,3,121.73,v Pakistan,Karachi,26-Jun-08
Yuvraj Singh,48,47,1,3,102.12,v Pakistan,Karachi,26-Jun-08
G Gambhir,9,12,2,0,75,v Pakistan,Karachi,26-Jun-08
IK Pathan,38*,25,4,0,152,v Pakistan,Karachi,2-Jul-08
P Kumar,1*,1,0,0,100,v Pakistan,Karachi,2-Jul-08
MS Dhoni,76,96,4,0,79.16,v Pakistan,Karachi,2-Jul-08
RG Sharma,58,71,4,0,81.69,v Pakistan,Karachi,2-Jul-08
V Sehwag,49,33,6,2,148.48,v Pakistan,Karachi,2-Jul-08
Yuvraj Singh,37,32,4,1,115.62,v Pakistan,Karachi,2-Jul-08
G Gambhir,35,32,4,0,109.37,v Pakistan,Karachi,2-Jul-08
SK Raina,1,6,0,0,16.66,v Pakistan,Karachi,2-Jul-08
YK Pathan,0,4,0,0,0,v Pakistan,Karachi,2-Jul-08
Yuvraj Singh,36*,31,3,1,116.12,v Sri Lanka,Karachi,3-Jul-08
RG Sharma,22*,28,2,0,78.57,v Sri Lanka,Karachi,3-Jul-08
G Gambhir,68,61,11,0,111.47,v Sri Lanka,Karachi,3-Jul-08
MS Dhoni,67,62,5,1,108.06,v Sri Lanka,Karachi,3-Jul-08
SK Raina,54,66,3,0,81.81,v Sri Lanka,Karachi,3-Jul-08
V Sehwag,42,34,6,1,123.52,v Sri Lanka,Karachi,3-Jul-08
PP Ojha,6*,17,0,0,35.29,v Sri Lanka,Karachi,6-Jul-08
V Sehwag,60,36,12,0,166.66,v Sri Lanka,Karachi,6-Jul-08
MS Dhoni,49,74,4,0,66.21,v Sri Lanka,Karachi,6-Jul-08
RV Uthappa,20,41,2,0,48.78,v Sri Lanka,Karachi,6-Jul-08
SK Raina,16,21,3,0,76.19,v Sri Lanka,Karachi,6-Jul-08
I Sharma,8,18,1,0,44.44,v Sri Lanka,Karachi,6-Jul-08
G Gambhir,6,13,1,0,46.15,v Sri Lanka,Karachi,6-Jul-08
RG Sharma,3,8,0,0,37.5,v Sri Lanka,Karachi,6-Jul-08
IK Pathan,2,6,0,0,33.33,v Sri Lanka,Karachi,6-Jul-08
Yuvraj Singh,0,2,0,0,0,v Sri Lanka,Karachi,6-Jul-08
RP Singh,0,1,0,0,0,v Sri Lanka,Karachi,6-Jul-08
Yuvraj Singh,138*,78,16,6,176.92,v England,Rajkot,14-Nov-08
RG Sharma,11*,8,1,0,137.5,v England,Rajkot,14-Nov-08
V Sehwag,85,73,10,3,116.43,v England,Rajkot,14-Nov-08
G Gambhir,51,63,8,0,80.95,v England,Rajkot,14-Nov-08
SK Raina,43,44,0,3,97.72,v England,Rajkot,14-Nov-08
MS Dhoni,39,32,3,1,121.87,v England,Rajkot,14-Nov-08
YK Pathan,0,2,0,0,0,v England,Rajkot,14-Nov-08
YK Pathan,50*,29,2,4,172.41,v England,Indore,17-Nov-08
MM Patel,0*,1,0,0,0,v England,Indore,17-Nov-08
Yuvraj Singh,118,122,15,2,96.72,v England,Indore,17-Nov-08
G Gambhir,70,76,6,1,92.1,v England,Indore,17-Nov-08
MS Dhoni,15,26,1,0,57.69,v England,Indore,17-Nov-08
Harbhajan Singh,8,10,0,0,80,v England,Indore,17-Nov-08
SK Raina,4,9,1,0,44.44,v England,Indore,17-Nov-08
RP Singh,4,5,0,0,80,v England,Indore,17-Nov-08
RG Sharma,3,13,0,0,23.07,v England,Indore,17-Nov-08
V Sehwag,1,4,0,0,25,v England,Indore,17-Nov-08
Z Khan,1,7,0,0,14.28,v England,Indore,17-Nov-08
MS Dhoni,29*,51,4,0,56.86,v England,Kanpur,20-Nov-08
YK Pathan,12*,16,2,0,75,v England,Kanpur,20-Nov-08
V Sehwag,68,76,8,1,89.47,v England,Kanpur,20-Nov-08
Yuvraj Singh,38,31,2,1,122.58,v England,Kanpur,20-Nov-08
RG Sharma,28,41,3,0,68.29,v England,Kanpur,20-Nov-08
G Gambhir,14,17,3,0,82.35,v England,Kanpur,20-Nov-08
SK Raina,1,8,0,0,12.5,v England,Kanpur,20-Nov-08
YK Pathan,6*,1,0,1,600,v England,Bengaluru,23-Nov-08
Yuvraj Singh,25*,11,0,3,227.27,v England,Bengaluru,23-Nov-08
V Sehwag,69,57,9,3,121.05,v England,Bengaluru,23-Nov-08
G Gambhir,40,37,7,0,108.1,v England,Bengaluru,23-Nov-08
SR Tendulkar,11,21,2,0,52.38,v England,Bengaluru,23-Nov-08
MS Dhoni,9,5,0,1,180,v England,Bengaluru,23-Nov-08
RG Sharma,8*,10,1,0,80,v England,Cuttack,26-Nov-08
SK Raina,53*,53,8,0,100,v England,Cuttack,26-Nov-08
V Sehwag,91,73,15,1,124.65,v England,Cuttack,26-Nov-08
SR Tendulkar,50,57,6,0,87.71,v England,Cuttack,26-Nov-08
MS Dhoni,50,61,5,0,81.96,v England,Cuttack,26-Nov-08
Yuvraj Singh,6,9,0,0,66.66,v England,Cuttack,26-Nov-08
PP Ojha,0*,0,0,0,-,v Sri Lanka,Colombo (RPS),31-Jan-09
Yuvraj Singh,66,88,7,1,75,v Sri Lanka,Colombo (RPS),31-Jan-09
V Sehwag,42,26,7,0,161.53,v Sri Lanka,Colombo (RPS),31-Jan-09
SK Raina,29,43,0,1,67.44,v Sri Lanka,Colombo (RPS),31-Jan-09
G Gambhir,27,28,4,0,96.42,v Sri Lanka,Colombo (RPS),31-Jan-09
MS Dhoni,23,35,0,0,65.71,v Sri Lanka,Colombo (RPS),31-Jan-09
YK Pathan,21,28,2,0,75,v Sri Lanka,Colombo (RPS),31-Jan-09
Z Khan,17,23,0,1,73.91,v Sri Lanka,Colombo (RPS),31-Jan-09
P Kumar,15,21,1,0,71.42,v Sri Lanka,Colombo (RPS),31-Jan-09
SR Tendulkar,6,9,0,0,66.66,v Sri Lanka,Colombo (RPS),31-Jan-09
YK Pathan,59*,38,4,3,155.26,v Sri Lanka,Colombo (RPS),3-Feb-09
MS Dhoni,35*,45,1,0,77.77,v Sri Lanka,Colombo (RPS),3-Feb-09
Yuvraj Singh,117,95,17,1,123.15,v Sri Lanka,Colombo (RPS),3-Feb-09
V Sehwag,116,90,17,0,128.88,v Sri Lanka,Colombo (RPS),3-Feb-09
G Gambhir,10,9,2,0,111.11,v Sri Lanka,Colombo (RPS),3-Feb-09
SK Raina,9,14,1,0,64.28,v Sri Lanka,Colombo (RPS),3-Feb-09
SR Tendulkar,7,12,0,1,58.33,v Sri Lanka,Colombo (RPS),3-Feb-09
SK Raina,49*,37,4,1,132.43,v Sri Lanka,Colombo (RPS),5-Feb-09
RG Sharma,4*,6,0,0,66.66,v Sri Lanka,Colombo (RPS),5-Feb-09
G Gambhir,150,147,14,1,102.04,v Sri Lanka,Colombo (RPS),5-Feb-09
MS Dhoni,94,96,4,2,97.91,v Sri Lanka,Colombo (RPS),5-Feb-09
V Sehwag,5,8,1,0,62.5,v Sri Lanka,Colombo (RPS),5-Feb-09
Yuvraj Singh,5,6,1,0,83.33,v Sri Lanka,Colombo (RPS),5-Feb-09
YK Pathan,0,1,0,0,0,v Sri Lanka,Colombo (RPS),5-Feb-09
RA Jadeja,60*,77,5,0,77.92,v Sri Lanka,Colombo (RPS),8-Feb-09
Yuvraj Singh,73,62,11,1,117.74,v Sri Lanka,Colombo (RPS),8-Feb-09
MS Dhoni,53,58,1,2,91.37,v Sri Lanka,Colombo (RPS),8-Feb-09
RG Sharma,15,22,1,0,68.18,v Sri Lanka,Colombo (RPS),8-Feb-09
G Gambhir,13,15,2,0,86.66,v Sri Lanka,Colombo (RPS),8-Feb-09
IK Pathan,8,21,0,0,38.09,v Sri Lanka,Colombo (RPS),8-Feb-09
L Balaji,7,10,1,0,70,v Sri Lanka,Colombo (RPS),8-Feb-09
V Sehwag,6,6,1,0,100,v Sri Lanka,Colombo (RPS),8-Feb-09
I Sharma,4,6,0,0,66.66,v Sri Lanka,Colombo (RPS),8-Feb-09
YK Pathan,3,13,0,0,23.07,v Sri Lanka,Colombo (RPS),8-Feb-09
SK Raina,0,3,0,0,0,v Sri Lanka,Colombo (RPS),8-Feb-09
MS Dhoni,84*,89,6,0,94.38,v New Zealand,Napier,3-Mar-09
YK Pathan,20*,10,2,1,200,v New Zealand,Napier,3-Mar-09
V Sehwag,77,56,11,1,137.5,v New Zealand,Napier,3-Mar-09
SK Raina,66,39,5,4,169.23,v New Zealand,Napier,3-Mar-09
SR Tendulkar,20,23,2,0,86.95,v New Zealand,Napier,3-Mar-09
Yuvraj Singh,2,13,0,0,15.38,v New Zealand,Napier,3-Mar-09
MS Dhoni,23*,19,2,0,121.05,v New Zealand,Wellington,6-Mar-09
SK Raina,13*,8,2,0,162.5,v New Zealand,Wellington,6-Mar-09
SR Tendulkar,61,69,7,1,88.4,v New Zealand,Wellington,6-Mar-09
V Sehwag,54,36,9,1,150,v New Zealand,Wellington,6-Mar-09
G Gambhir,30,36,2,0,83.33,v New Zealand,Wellington,6-Mar-09
Yuvraj Singh,0,4,0,0,0,v New Zealand,Wellington,6-Mar-09
SK Raina,38*,18,0,5,211.11,v New Zealand,Christchurch,8-Mar-09
SR Tendulkar,163*,133,16,5,122.55,v New Zealand,Christchurch,8-Mar-09
YK Pathan,1*,2,0,0,50,v New Zealand,Christchurch,8-Mar-09
Yuvraj Singh,87,60,10,6,145,v New Zealand,Christchurch,8-Mar-09
MS Dhoni,68,58,5,2,117.24,v New Zealand,Christchurch,8-Mar-09
G Gambhir,15,27,1,0,55.55,v New Zealand,Christchurch,8-Mar-09
V Sehwag,3,6,0,0,50,v New Zealand,Christchurch,8-Mar-09
G Gambhir,63*,67,6,0,94.02,v New Zealand,Hamilton,11-Mar-09
V Sehwag,125*,74,14,6,168.91,v New Zealand,Hamilton,11-Mar-09
RG Sharma,43*,74,1,1,58.1,v New Zealand,Auckland,14-Mar-09
V Sehwag,40,27,3,3,148.14,v New Zealand,Auckland,14-Mar-09
Yuvraj Singh,11,24,0,0,45.83,v New Zealand,Auckland,14-Mar-09
MS Dhoni,9,21,1,0,42.85,v New Zealand,Auckland,14-Mar-09
SK Raina,8,19,1,0,42.1,v New Zealand,Auckland,14-Mar-09
P Kumar,6,12,1,0,50,v New Zealand,Auckland,14-Mar-09
G Gambhir,5,16,0,0,31.25,v New Zealand,Auckland,14-Mar-09
Z Khan,5,10,0,0,50,v New Zealand,Auckland,14-Mar-09
I Sharma,3,7,0,0,42.85,v New Zealand,Auckland,14-Mar-09
Harbhajan Singh,1,5,0,0,20,v New Zealand,Auckland,14-Mar-09
YK Pathan,0,4,0,0,0,v New Zealand,Auckland,14-Mar-09
P Kumar,40*,32,5,1,125,v Australia,Vadodara,25-Oct-09
A Nehra,2*,2,0,0,100,v Australia,Vadodara,25-Oct-09
G Gambhir,68,85,6,1,80,v Australia,Vadodara,25-Oct-09
Harbhajan Singh,49,31,4,3,158.06,v Australia,Vadodara,25-Oct-09
MS Dhoni,34,46,4,0,73.91,v Australia,Vadodara,25-Oct-09
V Kohli,30,41,3,0,73.17,v Australia,Vadodara,25-Oct-09
SR Tendulkar,14,29,2,0,48.27,v Australia,Vadodara,25-Oct-09
V Sehwag,13,11,3,0,118.18,v Australia,Vadodara,25-Oct-09
SK Raina,9,10,0,1,90,v Australia,Vadodara,25-Oct-09
RA Jadeja,5,13,0,0,38.46,v Australia,Vadodara,25-Oct-09
Harbhajan Singh,1*,1,0,0,100,v Australia,Nagpur,28-Oct-09
MS Dhoni,124,107,9,3,115.88,v Australia,Nagpur,28-Oct-09
G Gambhir,76,80,6,0,95,v Australia,Nagpur,28-Oct-09
SK Raina,62,50,6,1,124,v Australia,Nagpur,28-Oct-09
V Sehwag,40,31,6,1,129.03,v Australia,Nagpur,28-Oct-09
Yuvraj Singh,23,24,2,1,95.83,v Australia,Nagpur,28-Oct-09
SR Tendulkar,4,8,1,0,50,v Australia,Nagpur,28-Oct-09
P Kumar,1,1,0,0,100,v Australia,Nagpur,28-Oct-09
SK Raina,9*,13,1,0,69.23,v Australia,Delhi,31-Oct-09
MS Dhoni,71*,95,6,0,74.73,v Australia,Delhi,31-Oct-09
Yuvraj Singh,78,96,8,2,81.25,v Australia,Delhi,31-Oct-09
SR Tendulkar,32,47,2,0,68.08,v Australia,Delhi,31-Oct-09
V Sehwag,11,25,1,0,44,v Australia,Delhi,31-Oct-09
G Gambhir,6,15,0,0,40,v Australia,Delhi,31-Oct-09
I Sharma,3*,8,0,0,37.5,v Australia,Mohali,2-Nov-09
SR Tendulkar,40,68,6,0,58.82,v Australia,Mohali,2-Nov-09
Harbhajan Singh,31,25,5,1,124,v Australia,Mohali,2-Nov-09
V Sehwag,30,19,7,0,157.89,v Australia,Mohali,2-Nov-09
MS Dhoni,26,46,2,0,56.52,v Australia,Mohali,2-Nov-09
SK Raina,17,30,0,0,56.66,v Australia,Mohali,2-Nov-09
P Kumar,16,19,3,0,84.21,v Australia,Mohali,2-Nov-09
Yuvraj Singh,12,21,0,0,57.14,v Australia,Mohali,2-Nov-09
V Kohli,10,16,1,0,62.5,v Australia,Mohali,2-Nov-09
RA Jadeja,7,21,1,0,33.33,v Australia,Mohali,2-Nov-09
A Nehra,7,8,1,0,87.5,v Australia,Mohali,2-Nov-09
MM Patel,2*,3,0,0,66.66,v Australia,Hyderabad (Deccan),5-Nov-09
SR Tendulkar,175,141,19,4,124.11,v Australia,Hyderabad (Deccan),5-Nov-09
SK Raina,59,59,3,3,100,v Australia,Hyderabad (Deccan),5-Nov-09
V Sehwag,38,30,5,1,126.66,v Australia,Hyderabad (Deccan),5-Nov-09
RA Jadeja,23,17,3,0,135.29,v Australia,Hyderabad (Deccan),5-Nov-09
Yuvraj Singh,9,10,1,0,90,v Australia,Hyderabad (Deccan),5-Nov-09
P Kumar,9,9,0,1,100,v Australia,Hyderabad (Deccan),5-Nov-09
G Gambhir,8,13,1,0,61.53,v Australia,Hyderabad (Deccan),5-Nov-09
MS Dhoni,6,15,0,0,40,v Australia,Hyderabad (Deccan),5-Nov-09
A Nehra,1,2,0,0,50,v Australia,Hyderabad (Deccan),5-Nov-09
Harbhajan Singh,0,2,0,0,0,v Australia,Hyderabad (Deccan),5-Nov-09
P Kumar,54*,51,7,1,105.88,v Australia,Guwahati,8-Nov-09
RA Jadeja,57,103,6,0,55.33,v Australia,Guwahati,8-Nov-09
MS Dhoni,24,77,1,0,31.16,v Australia,Guwahati,8-Nov-09
SR Tendulkar,10,17,2,0,58.82,v Australia,Guwahati,8-Nov-09
V Sehwag,6,4,0,1,150,v Australia,Guwahati,8-Nov-09
Yuvraj Singh,6,16,1,0,37.5,v Australia,Guwahati,8-Nov-09
A Nehra,4,12,0,0,33.33,v Australia,Guwahati,8-Nov-09
G Gambhir,0,2,0,0,0,v Australia,Guwahati,8-Nov-09
SK Raina,0,5,0,0,0,v Australia,Guwahati,8-Nov-09
Harbhajan Singh,0,2,0,0,0,v Australia,Guwahati,8-Nov-09
MM Patel,0,2,0,0,0,v Australia,Guwahati,8-Nov-09
P Kumar,5*,7,0,0,71.42,v Sri Lanka,Rajkot,15-Dec-09
RA Jadeja,30*,17,1,2,176.47,v Sri Lanka,Rajkot,15-Dec-09
V Sehwag,146,102,17,6,143.13,v Sri Lanka,Rajkot,15-Dec-09
MS Dhoni,72,53,7,3,135.84,v Sri Lanka,Rajkot,15-Dec-09
SR Tendulkar,69,63,10,1,109.52,v Sri Lanka,Rajkot,15-Dec-09
V Kohli,27,19,4,0,142.1,v Sri Lanka,Rajkot,15-Dec-09
SK Raina,16,20,2,0,80,v Sri Lanka,Rajkot,15-Dec-09
G Gambhir,11,8,1,0,137.5,v Sri Lanka,Rajkot,15-Dec-09
Harbhajan Singh,11,13,1,0,84.61,v Sri Lanka,Rajkot,15-Dec-09
RA Jadeja,12*,6,2,0,200,v Sri Lanka,Nagpur,18-Dec-09
MS Dhoni,107,111,8,2,96.39,v Sri Lanka,Nagpur,18-Dec-09
SK Raina,68,55,4,3,123.63,v Sri Lanka,Nagpur,18-Dec-09
V Kohli,54,65,7,0,83.07,v Sri Lanka,Nagpur,18-Dec-09
SR Tendulkar,43,52,4,0,82.69,v Sri Lanka,Nagpur,18-Dec-09
V Sehwag,4,4,1,0,100,v Sri Lanka,Nagpur,18-Dec-09
G Gambhir,2,6,0,0,33.33,v Sri Lanka,Nagpur,18-Dec-09
Harbhajan Singh,0,1,0,0,0,v Sri Lanka,Nagpur,18-Dec-09
SR Tendulkar,96*,104,13,0,92.3,v Sri Lanka,Cuttack,21-Dec-09
KD Karthik,32*,31,4,1,103.22,v Sri Lanka,Cuttack,21-Dec-09
V Sehwag,44,28,9,0,157.14,v Sri Lanka,Cuttack,21-Dec-09
G Gambhir,32,52,3,0,61.53,v Sri Lanka,Cuttack,21-Dec-09
Yuvraj Singh,23,40,3,0,57.5,v Sri Lanka,Cuttack,21-Dec-09
KD Karthik,19*,22,1,0,86.36,v Sri Lanka,Kolkata,24-Dec-09
G Gambhir,150*,137,14,0,109.48,v Sri Lanka,Kolkata,24-Dec-09
V Kohli,107,114,11,1,93.85,v Sri Lanka,Kolkata,24-Dec-09
V Sehwag,10,10,2,0,100,v Sri Lanka,Kolkata,24-Dec-09
SR Tendulkar,8,8,2,0,100,v Sri Lanka,Kolkata,24-Dec-09
A Nehra,4*,6,0,0,66.66,v Sri Lanka,Dhaka,5-Jan-10
S Sreesanth,1*,3,0,0,33.33,v Sri Lanka,Dhaka,5-Jan-10
Yuvraj Singh,74,84,6,2,88.09,v Sri Lanka,Dhaka,5-Jan-10
V Sehwag,47,31,9,0,151.61,v Sri Lanka,Dhaka,5-Jan-10
RA Jadeja,39,34,3,1,114.7,v Sri Lanka,Dhaka,5-Jan-10
MS Dhoni,37,70,3,0,52.85,v Sri Lanka,Dhaka,5-Jan-10
SK Raina,35,46,4,0,76.08,v Sri Lanka,Dhaka,5-Jan-10
V Kohli,9,12,1,0,75,v Sri Lanka,Dhaka,5-Jan-10
G Gambhir,8,12,1,0,66.66,v Sri Lanka,Dhaka,5-Jan-10
Z Khan,2,4,0,0,50,v Sri Lanka,Dhaka,5-Jan-10
Harbhajan Singh,1,2,0,0,50,v Sri Lanka,Dhaka,5-Jan-10
