Player Name,Runs,Balls Faced,4s,6s,Strike Rate,Opposition,Venue,Date
RG Sharma,0,6,0,0,0,v Australia,Nagpur,5-Mar-19
MS Dhoni,0,1,0,0,0,v Australia,Nagpur,5-Mar-19
JJ Bumrah,0,2,0,0,0,v Australia,Nagpur,5-Mar-19
JJ Bumrah,0*,1,0,0,0,v Australia,Ranchi,8-Mar-19
V Kohli,123,95,16,1,129.47,v Australia,Ranchi,8-Mar-19
V Shankar,32,30,4,0,106.66,v Australia,Ranchi,8-Mar-19
MS Dhoni,26,42,2,1,61.9,v Australia,Ranchi,8-Mar-19
KM Jadhav,26,39,3,0,66.66,v Australia,Ranchi,8-Mar-19
RA Jadeja,24,31,0,1,77.41,v Australia,Ranchi,8-Mar-19
RG Sharma,14,14,2,1,100,v Australia,Ranchi,8-Mar-19
Kuldeep Yadav,10,16,1,0,62.5,v Australia,Ranchi,8-Mar-19
Mohammed Shami,8,4,2,0,200,v Australia,Ranchi,8-Mar-19
AT Rayudu,2,8,0,0,25,v Australia,Ranchi,8-Mar-19
S Dhawan,1,10,0,0,10,v Australia,Ranchi,8-Mar-19
JJ Bumrah,6*,1,0,1,600,v Australia,Mohali,10-Mar-19
Kuldeep Yadav,1*,1,0,0,100,v Australia,Mohali,10-Mar-19
S Dhawan,143,115,18,3,124.34,v Australia,Mohali,10-Mar-19
RG Sharma,95,92,7,2,103.26,v Australia,Mohali,10-Mar-19
RR Pant,36,24,4,1,150,v Australia,Mohali,10-Mar-19
KL Rahul,26,31,1,0,83.87,v Australia,Mohali,10-Mar-19
V Shankar,26,15,1,2,173.33,v Australia,Mohali,10-Mar-19
KM Jadhav,10,12,0,0,83.33,v Australia,Mohali,10-Mar-19
V Kohli,7,6,1,0,116.66,v Australia,Mohali,10-Mar-19
B Kumar,1,2,0,0,50,v Australia,Mohali,10-Mar-19
YS Chahal,0,1,0,0,0,v Australia,Mohali,10-Mar-19
JJ Bumrah,1*,4,0,0,25,v Australia,Delhi,13-Mar-19
RG Sharma,56,89,4,0,62.92,v Australia,Delhi,13-Mar-19
B Kumar,46,54,3,2,85.18,v Australia,Delhi,13-Mar-19
KM Jadhav,44,57,4,1,77.19,v Australia,Delhi,13-Mar-19
V Kohli,20,22,2,0,90.9,v Australia,Delhi,13-Mar-19
RR Pant,16,16,1,1,100,v Australia,Delhi,13-Mar-19
V Shankar,16,21,0,1,76.19,v Australia,Delhi,13-Mar-19
S Dhawan,12,15,2,0,80,v Australia,Delhi,13-Mar-19
Kuldeep Yadav,8,12,1,0,66.66,v Australia,Delhi,13-Mar-19
Mohammed Shami,3,7,0,0,42.85,v Australia,Delhi,13-Mar-19
RA Jadeja,0,3,0,0,0,v Australia,Delhi,13-Mar-19
HH Pandya,15*,7,3,0,214.28,v South Africa,Southampton,5-Jun-19
RG Sharma,122*,144,13,2,84.72,v South Africa,Southampton,5-Jun-19
MS Dhoni,34,46,2,0,73.91,v South Africa,Southampton,5-Jun-19
KL Rahul,26,42,2,0,61.9,v South Africa,Southampton,5-Jun-19
V Kohli,18,34,1,0,52.94,v South Africa,Southampton,5-Jun-19
S Dhawan,8,12,1,0,66.66,v South Africa,Southampton,5-Jun-19
KL Rahul,11*,3,1,1,366.66,v Australia,The Oval,9-Jun-19
KM Jadhav,0*,0,0,0,-,v Australia,The Oval,9-Jun-19
S Dhawan,117,109,16,0,107.33,v Australia,The Oval,9-Jun-19
V Kohli,82,77,4,2,106.49,v Australia,The Oval,9-Jun-19
RG Sharma,57,70,3,1,81.42,v Australia,The Oval,9-Jun-19
HH Pandya,48,27,4,3,177.77,v Australia,The Oval,9-Jun-19
MS Dhoni,27,14,3,1,192.85,v Australia,The Oval,9-Jun-19
KM Jadhav,9*,8,1,0,112.5,v Pakistan,Manchester,16-Jun-19
V Shankar,15*,15,1,0,100,v Pakistan,Manchester,16-Jun-19
RG Sharma,140,113,14,3,123.89,v Pakistan,Manchester,16-Jun-19
V Kohli,77,65,7,0,118.46,v Pakistan,Manchester,16-Jun-19
KL Rahul,57,78,3,2,73.07,v Pakistan,Manchester,16-Jun-19
HH Pandya,26,19,2,1,136.84,v Pakistan,Manchester,16-Jun-19
MS Dhoni,1,2,0,0,50,v Pakistan,Manchester,16-Jun-19
Kuldeep Yadav,1*,1,0,0,100,v Afghanistan,Southampton,22-Jun-19
JJ Bumrah,1*,1,0,0,100,v Afghanistan,Southampton,22-Jun-19
V Kohli,67,63,5,0,106.34,v Afghanistan,Southampton,22-Jun-19
KM Jadhav,52,68,3,1,76.47,v Afghanistan,Southampton,22-Jun-19
KL Rahul,30,53,2,0,56.6,v Afghanistan,Southampton,22-Jun-19
V Shankar,29,41,2,0,70.73,v Afghanistan,Southampton,22-Jun-19
MS Dhoni,28,52,3,0,53.84,v Afghanistan,Southampton,22-Jun-19
HH Pandya,7,9,0,0,77.77,v Afghanistan,Southampton,22-Jun-19
RG Sharma,1,10,0,0,10,v Afghanistan,Southampton,22-Jun-19
Mohammed Shami,1,2,0,0,50,v Afghanistan,Southampton,22-Jun-19
MS Dhoni,56*,61,3,2,91.8,v West Indies,Manchester,27-Jun-19
Kuldeep Yadav,0*,1,0,0,0,v West Indies,Manchester,27-Jun-19
V Kohli,72,82,8,0,87.8,v West Indies,Manchester,27-Jun-19
KL Rahul,48,64,6,0,75,v West Indies,Manchester,27-Jun-19
HH Pandya,46,38,5,0,121.05,v West Indies,Manchester,27-Jun-19
RG Sharma,18,23,1,1,78.26,v West Indies,Manchester,27-Jun-19
V Shankar,14,19,3,0,73.68,v West Indies,Manchester,27-Jun-19
KM Jadhav,7,10,1,0,70,v West Indies,Manchester,27-Jun-19
Mohammed Shami,0,2,0,0,0,v West Indies,Manchester,27-Jun-19
MS Dhoni,42*,31,4,1,135.48,v England,Birmingham,30-Jun-19
KM Jadhav,12*,13,1,0,92.3,v England,Birmingham,30-Jun-19
RG Sharma,102,109,15,0,93.57,v England,Birmingham,30-Jun-19
V Kohli,66,76,7,0,86.84,v England,Birmingham,30-Jun-19
HH Pandya,45,33,4,0,136.36,v England,Birmingham,30-Jun-19
RR Pant,32,29,4,0,110.34,v England,Birmingham,30-Jun-19
KL Rahul,0,9,0,0,0,v England,Birmingham,30-Jun-19
JJ Bumrah,0*,0,0,0,-,v Bangladesh,Birmingham,2-Jul-19
RG Sharma,104,92,7,5,113.04,v Bangladesh,Birmingham,2-Jul-19
KL Rahul,77,92,6,1,83.69,v Bangladesh,Birmingham,2-Jul-19
RR Pant,48,41,6,1,117.07,v Bangladesh,Birmingham,2-Jul-19
MS Dhoni,35,33,4,0,106.06,v Bangladesh,Birmingham,2-Jul-19
V Kohli,26,27,3,0,96.29,v Bangladesh,Birmingham,2-Jul-19
KD Karthik,8,9,1,0,88.88,v Bangladesh,Birmingham,2-Jul-19
B Kumar,2,3,0,0,66.66,v Bangladesh,Birmingham,2-Jul-19
Mohammed Shami,1,2,0,0,50,v Bangladesh,Birmingham,2-Jul-19
HH Pandya,0,2,0,0,0,v Bangladesh,Birmingham,2-Jul-19
HH Pandya,7*,4,1,0,175,v Sri Lanka,Leeds,6-Jul-19
V Kohli,34*,41,3,0,82.92,v Sri Lanka,Leeds,6-Jul-19
KL Rahul,111,118,11,1,94.06,v Sri Lanka,Leeds,6-Jul-19
RG Sharma,103,94,14,2,109.57,v Sri Lanka,Leeds,6-Jul-19
RR Pant,4,4,1,0,100,v Sri Lanka,Leeds,6-Jul-19
JJ Bumrah,0*,0,0,0,-,v New Zealand,Manchester,9-Jul-19
RA Jadeja,77,59,4,4,130.5,v New Zealand,Manchester,9-Jul-19
MS Dhoni,50,72,1,1,69.44,v New Zealand,Manchester,9-Jul-19
RR Pant,32,56,4,0,57.14,v New Zealand,Manchester,9-Jul-19
HH Pandya,32,62,2,0,51.61,v New Zealand,Manchester,9-Jul-19
KD Karthik,6,25,1,0,24,v New Zealand,Manchester,9-Jul-19
YS Chahal,5,5,1,0,100,v New Zealand,Manchester,9-Jul-19
KL Rahul,1,7,0,0,14.28,v New Zealand,Manchester,9-Jul-19
RG Sharma,1,4,0,0,25,v New Zealand,Manchester,9-Jul-19
V Kohli,1,6,0,0,16.66,v New Zealand,Manchester,9-Jul-19
B Kumar,0,1,0,0,0,v New Zealand,Manchester,9-Jul-19
Mohammed Shami,3*,5,0,0,60,v West Indies,Port of Spain,11-Aug-19
RA Jadeja,16*,16,1,0,100,v West Indies,Port of Spain,11-Aug-19
V Kohli,120,125,14,1,96,v West Indies,Port of Spain,11-Aug-19
SS Iyer,71,68,5,1,104.41,v West Indies,Port of Spain,11-Aug-19
RR Pant,20,35,2,0,57.14,v West Indies,Port of Spain,11-Aug-19
RG Sharma,18,34,2,0,52.94,v West Indies,Port of Spain,11-Aug-19
KM Jadhav,16,14,2,0,114.28,v West Indies,Port of Spain,11-Aug-19
S Dhawan,2,3,0,0,66.66,v West Indies,Port of Spain,11-Aug-19
B Kumar,1,2,0,0,50,v West Indies,Port of Spain,11-Aug-19
KM Jadhav,19*,12,1,1,158.33,v West Indies,Port of Spain,14-Aug-19
V Kohli,114*,99,14,0,115.15,v West Indies,Port of Spain,14-Aug-19
SS Iyer,65,41,3,5,158.53,v West Indies,Port of Spain,14-Aug-19
S Dhawan,36,36,5,0,100,v West Indies,Port of Spain,14-Aug-19
RG Sharma,10,6,2,0,166.66,v West Indies,Port of Spain,14-Aug-19
RR Pant,0,1,0,0,0,v West Indies,Port of Spain,14-Aug-19
DL Chahar,6*,8,0,0,75,v West Indies,Chennai,15-Dec-19
Mohammed Shami,0*,1,0,0,0,v West Indies,Chennai,15-Dec-19
RR Pant,71,69,7,1,102.89,v West Indies,Chennai,15-Dec-19
SS Iyer,70,88,5,1,79.54,v West Indies,Chennai,15-Dec-19
KM Jadhav,40,35,3,1,114.28,v West Indies,Chennai,15-Dec-19
RG Sharma,36,56,6,0,64.28,v West Indies,Chennai,15-Dec-19
RA Jadeja,21,21,2,0,100,v West Indies,Chennai,15-Dec-19
S Dube,9,6,1,0,150,v West Indies,Chennai,15-Dec-19
KL Rahul,6,15,1,0,40,v West Indies,Chennai,15-Dec-19
V Kohli,4,4,1,0,100,v West Indies,Chennai,15-Dec-19
KM Jadhav,16*,10,3,0,160,v West Indies,Visakhapatnam,18-Dec-19
RA Jadeja,0*,0,0,0,-,v West Indies,Visakhapatnam,18-Dec-19
RG Sharma,159,138,17,5,115.21,v West Indies,Visakhapatnam,18-Dec-19
KL Rahul,102,104,8,3,98.07,v West Indies,Visakhapatnam,18-Dec-19
SS Iyer,53,32,3,4,165.62,v West Indies,Visakhapatnam,18-Dec-19
RR Pant,39,16,3,4,243.75,v West Indies,Visakhapatnam,18-Dec-19
V Kohli,0,1,0,0,0,v West Indies,Visakhapatnam,18-Dec-19
RA Jadeja,39*,31,4,0,125.8,v West Indies,Cuttack,22-Dec-19
SN Thakur,17*,6,2,1,283.33,v West Indies,Cuttack,22-Dec-19
V Kohli,85,81,9,0,104.93,v West Indies,Cuttack,22-Dec-19
KL Rahul,77,89,8,1,86.51,v West Indies,Cuttack,22-Dec-19
RG Sharma,63,63,8,1,100,v West Indies,Cuttack,22-Dec-19
KM Jadhav,9,10,1,0,90,v West Indies,Cuttack,22-Dec-19
SS Iyer,7,7,1,0,100,v West Indies,Cuttack,22-Dec-19
RR Pant,7,6,1,0,116.66,v West Indies,Cuttack,22-Dec-19
JJ Bumrah,0*,0,0,0,-,v Australia,Mumbai,14-Jan-20
S Dhawan,74,91,9,1,81.31,v Australia,Mumbai,14-Jan-20
KL Rahul,47,61,4,0,77.04,v Australia,Mumbai,14-Jan-20
RR Pant,28,33,2,1,84.84,v Australia,Mumbai,14-Jan-20
RA Jadeja,25,32,2,1,78.12,v Australia,Mumbai,14-Jan-20
Kuldeep Yadav,17,15,2,0,113.33,v Australia,Mumbai,14-Jan-20
V Kohli,16,14,0,1,114.28,v Australia,Mumbai,14-Jan-20
SN Thakur,13,10,2,0,130,v Australia,Mumbai,14-Jan-20
RG Sharma,10,15,2,0,66.66,v Australia,Mumbai,14-Jan-20
Mohammed Shami,10,15,1,0,66.66,v Australia,Mumbai,14-Jan-20
SS Iyer,4,9,0,0,44.44,v Australia,Mumbai,14-Jan-20
RA Jadeja,20*,16,1,0,125,v Australia,Rajkot,17-Jan-20
Mohammed Shami,1*,1,0,0,100,v Australia,Rajkot,17-Jan-20
S Dhawan,96,90,13,1,106.66,v Australia,Rajkot,17-Jan-20
KL Rahul,80,52,6,3,153.84,v Australia,Rajkot,17-Jan-20
V Kohli,78,76,6,0,102.63,v Australia,Rajkot,17-Jan-20
RG Sharma,42,44,6,0,95.45,v Australia,Rajkot,17-Jan-20
SS Iyer,7,17,1,0,41.17,v Australia,Rajkot,17-Jan-20
MK Pandey,2,4,0,0,50,v Australia,Rajkot,17-Jan-20
MK Pandey,8*,4,2,0,200,v Australia,Bengaluru,19-Jan-20
SS Iyer,44*,35,6,1,125.71,v Australia,Bengaluru,19-Jan-20
RG Sharma,119,128,8,6,92.96,v Australia,Bengaluru,19-Jan-20
V Kohli,89,91,8,0,97.8,v Australia,Bengaluru,19-Jan-20
KL Rahul,19,27,2,0,70.37,v Australia,Bengaluru,19-Jan-20
KL Rahul,62*,43,4,4,144.18,v England,Pune,23-Mar-21
KH Pandya,58*,31,7,2,187.09,v England,Pune,23-Mar-21
S Dhawan,98,106,11,2,92.45,v England,Pune,23-Mar-21
V Kohli,56,60,6,0,93.33,v England,Pune,23-Mar-21
RG Sharma,28,42,4,0,66.66,v England,Pune,23-Mar-21
SS Iyer,6,9,1,0,66.66,v England,Pune,23-Mar-21
HH Pandya,1,9,0,0,11.11,v England,Pune,23-Mar-21
KH Pandya,12*,9,1,0,133.33,v England,Pune,26-Mar-21
SN Thakur,0*,0,0,0,-,v England,Pune,26-Mar-21
KL Rahul,108,114,7,2,94.73,v England,Pune,26-Mar-21
RR Pant,77,40,3,7,192.5,v England,Pune,26-Mar-21
V Kohli,66,79,3,1,83.54,v England,Pune,26-Mar-21
HH Pandya,35,16,1,4,218.75,v England,Pune,26-Mar-21
RG Sharma,25,25,5,0,100,v England,Pune,26-Mar-21
S Dhawan,4,17,0,0,23.52,v England,Pune,26-Mar-21
T Natarajan,0*,0,0,0,-,v England,Pune,28-Mar-21
RR Pant,78,62,5,4,125.8,v England,Pune,28-Mar-21
S Dhawan,67,56,10,0,119.64,v England,Pune,28-Mar-21
HH Pandya,64,44,5,4,145.45,v England,Pune,28-Mar-21
RG Sharma,37,37,6,0,100,v England,Pune,28-Mar-21
SN Thakur,30,21,1,3,142.85,v England,Pune,28-Mar-21
KH Pandya,25,34,0,0,73.52,v England,Pune,28-Mar-21
V Kohli,7,10,1,0,70,v England,Pune,28-Mar-21
KL Rahul,7,18,0,0,38.88,v England,Pune,28-Mar-21
B Kumar,3,5,0,0,60,v England,Pune,28-Mar-21
M Prasidh Krishna,0,3,0,0,0,v England,Pune,28-Mar-21
